class_,cell_id,condition,sub_type,nCounts,mito_pct,umap1,umap2
B cells,p3t2:bcFPLY,tumor,tB,1058,8.41209829867675,-3.70406344336271,12.5409380878883
B cells,p1t2:bcHXVF,tumor,tB,1709,8.60152135751902,-5.0519719402194,12.0421874012428
B cells,p3t1:bcHPVN,tumor,tB,1657,7.36270368135184,-3.01963189047575,11.9795882191139
B cells,p3t2:bcGQGT,tumor,tB,2104,9.74334600760456,-4.22675230902433,12.5554453815895
B cells,p3t2:bcFILG,tumor,tB,2259,9.82735723771581,-3.0252762119174,12.3319203342873
B cells,p3t1:bcEDFD,tumor,tB,1372,5.61224489795918,-3.08647611540556,12.037612625547
B cells,p3t2:bcFRAN,tumor,tB,1800,9.61111111111111,-3.1360943595767,11.606013962217
B cells,p3t3:bcCSKR,tumor,tB,1548,7.94573643410853,-3.1554134170413,12.1697337116676
B cells,p3t2:bcFFMY,tumor,tB,1416,9.32203389830508,-3.07487252157927,12.367506691404
B cells,p3t3:bcFGVS,tumor,tB,1043,7.4784276126558,-3.83699324530363,12.6163308109718
B cells,p4t1:bcFOHH,tumor,tB,1571,6.17441120305538,-4.24568512839079,11.8589274372536
B cells,p5t2:bcEKPX,tumor,tB,1208,2.64900662251656,-3.22030642431974,11.6562897648293
B cells,p3t2:bcGQEQ,tumor,tB,1838,8.8683351468988,-3.47686937254667,12.3368336643654
B cells,p3t2:bcEKUV,tumor,tB,1455,8.79725085910653,-3.81512263220549,12.5198533024269
B cells,p5t2:bcGVHY,tumor,tB,1084,9.59409594095941,-3.8041658679843,11.8489748920876
B cells,p3t1:bcHLAU,tumor,tB,1563,8.95713371721049,-4.14578869742155,11.8053290333229
B cells,p3t2:bcCHDT,tumor,tB,1316,5.77507598784195,-3.00373580855131,12.3311058964211
B cells,p3t1:bcAWNP,tumor,tB,2172,6.81399631675875,-3.01748922270536,12.1087052311379
B cells,p1t4:bcHIMD,tumor,tB,2210,9.32126696832579,-3.21969798010588,12.1634366001564
B cells,p3t3:bcGJHA,tumor,tB,1901,9.31088900578643,-3.13289239805937,12.4173190082985
B cells,p3t2:bcECHN,tumor,tB,1874,9.65848452508004,-3.06024673384428,11.6241270985085
B cells,p3t3:bcFWEA,tumor,tB,1714,6.76779463243874,-4.06161263388395,12.0107914890724
B cells,p3t2:bcAAWX,tumor,tB,1396,7.30659025787966,-4.64158108633757,11.931336113401
B cells,p1t2:bcHXZW,tumor,tB,2901,6.68734918993451,-3.39442899626493,11.523434349485
B cells,p3t2:bcFHLZ,tumor,tB,1057,7.28476821192053,-4.44050553244352,12.4650322880226
B cells,p3t3:bcGNSZ,tumor,tB,1891,6.02855631940772,-4.03979304236174,12.0245501484352
B cells,p1b3:bcEXDF,healthy,bB cells,2117,7.32168162494096,-5.00087025564909,12.1296851124245
B cells,p3t2:bcFKGA,tumor,tB,1402,9.34379457917261,-3.91843941611052,12.0721251453835
B cells,p3t2:bcCUAY,tumor,tB,1217,6.40920295809367,-4.5908918659091,12.2263524021584
B cells,p6t1:bcALPI,tumor,tB,1101,7.90190735694823,-3.97820570868254,11.9103686298805
B cells,p3t3:bcABQF,tumor,tB,1358,8.46833578792342,-3.31397846144438,11.9558484043556
B cells,p1t2:bcHBJZ,tumor,tB,1177,9.34579439252336,-3.69893029135466,11.4582735981422
B cells,p1b1:bcGDNM,healthy,bB cells,1466,8.45839017735334,-5.03305771750212,12.0456339802223
B cells,p3t2:bcCMPS,tumor,tB,1371,5.76221735959154,-3.64595511358976,11.650559135862
B cells,p2t2:bcGXWB,tumor,tB,3017,7.52403049386808,-3.96059325140715,12.1733223881203
B cells,p3t2:bcGKPQ,tumor,tB,1134,5.90828924162257,-3.80010130804777,11.7598130192238
B cells,p3t2:bcDLTR,tumor,tB,1472,7.67663043478261,-3.64129689139128,12.2862498249489
B cells,p3t2:bcHZSY,tumor,tB,1088,8.45588235294118,-4.6593299190402,11.9487006153542
B cells,p3t2:bcHDNC,tumor,tB,2029,7.29423361261705,-2.91605475348234,12.0495459522682
B cells,p3t1:bcFSNE,tumor,tB,1066,9.09943714821764,-3.25743844908476,12.0251814808327
B cells,p3t1:bcDGOB,tumor,tB,1168,8.73287671232877,-4.71666863363981,12.0849101032692
B cells,p2b1:bcIENM,healthy,bB cells,1870,6.36363636363636,-5.04030278128386,12.0442788090187
B cells,p3t1:bcDADJ,tumor,tB,1254,9.33014354066986,-4.03272488516569,12.4287135090309
B cells,p3t1:bcHTBW,tumor,tB,1483,9.97977073499663,-2.92584541243315,12.5290667499977
B cells,p3t1:bcIBOU,tumor,tB,1896,7.27848101265823,-3.69684031409025,11.777322479673
B cells,p3t2:bcBURV,tumor,tB,1438,9.59666203059806,-3.25321891707182,12.5251423801857
B cells,p3t2:bcHIZL,tumor,tB,2177,9.78410656867248,-2.929112223804,12.3742043461281
B cells,p3t2:bcBTJY,tumor,tB,1192,8.55704697986577,-3.74163201254606,11.527002998777
B cells,p3t2:bcDIRD,tumor,tB,1575,9.71428571428571,-3.05838683050871,12.3906685795265
B cells,p3t2:bcATTU,tumor,tB,1914,8.3594566353187,-2.8517093936801,12.2034327473122
B cells,p6t1:bcFZPC,tumor,tB,1327,9.64581763376036,-4.41964867514372,12.2475983585793
B cells,p6t2:bcAGPK,tumor,tB,2150,9.30232558139535,-3.08506038588285,12.6973893131691
B cells,p3t3:bcCQBO,tumor,tB,1036,9.16988416988417,-3.75431254309416,12.7168843235451
B cells,p3t2:bcFNOM,tumor,tB,1076,9.94423791821561,-3.17953493994474,12.3410145725685
B cells,p5t2:bcIHZR,tumor,tB,1070,9.1588785046729,-3.34834006232023,12.6342627491432
B cells,p6t1:bcGYJL,tumor,tB,1168,8.56164383561644,-3.86721327704191,12.6836640324074
B cells,p3t3:bcDXBI,tumor,tB,1795,6.4066852367688,-4.42553999823332,11.8845307316261
B cells,p3t3:bcGCNT,tumor,tB,1771,8.63918690005647,-4.38128521841765,12.1437937702614
B cells,p3t3:bcBXZK,tumor,tB,1280,6.09375,-3.61114695471525,11.7313267673927
B cells,p3t1:bcGLLS,tumor,tB,2061,7.03541969917516,-4.64320042532683,11.9510466541725
B cells,p3t2:bcFLWE,tumor,tB,1722,7.20092915214867,-3.76987746161222,12.6899611439186
B cells,p3t2:bcGDZP,tumor,tB,1425,7.08771929824561,-4.0675912181735,12.2357356037575
B cells,p3t2:bcDCIU,tumor,tB,1008,8.53174603174603,-3.00030949515104,12.3494936909157
B cells,p3t2:bcBSZK,tumor,tB,1201,4.32972522897585,-4.16061404150724,11.7032591785866
B cells,p5t2:bcDZWJ,tumor,tB,1650,9.63636363636364,-3.47456672590971,12.3311650242287
B cells,p2b1:bcFYWR,healthy,bB cells,1245,8.35341365461848,-4.99469235342741,12.0537726368385
B cells,p2t1:bcDWVQ,tumor,tB,1843,6.51112316874661,-4.79420950812101,12.1555335010964
B cells,p3t1:bcFULU,tumor,tB,1548,7.88113695090439,-3.35736492079496,12.4662644352394
B cells,p3t1:bcCPJX,tumor,tB,1752,9.1324200913242,-3.76926234167814,12.244722076841
B cells,p3t2:bcCSQI,tumor,tB,1226,9.38009787928222,-4.43315699499846,12.1054779972511
B cells,p1t2:bcFLIF,tumor,tB,2121,9.99528524281,-3.76301720541716,12.5850216831642
B cells,p6t1:bcBLPW,tumor,tB,1555,8.93890675241158,-4.54807665747404,12.0278489078957
B cells,p3t1:bcBEFL,tumor,tB,1332,9.53453453453454,-3.6344561855197,12.4049298252541
B cells,p1t4:bcEOMR,tumor,tB,1807,9.96126175982291,-4.20894434851408,12.0482089008766
B cells,p3t3:bcGZSU,tumor,tB,1996,7.66533066132265,-4.08408310812712,12.3971898045021
B cells,p2b1:bcHXTI,healthy,bB cells,1568,7.33418367346939,-4.99498417776823,12.0254914249855
B cells,p3t1:bcHMTZ,tumor,tB,1980,7.17171717171717,-4.3709850589633,12.2877947773415
B cells,p3t3:bcCOZJ,tumor,tB,1312,7.6219512195122,-3.87791493338347,12.4241673435646
B cells,p1t3:bcCZRT,tumor,tB,3204,7.49063670411985,-3.1830606738925,12.4466721500832
B cells,p6t2:bcCUNV,tumor,tB,1137,8.97097625329815,-3.10431888502836,12.6224095310646
B cells,p1t1:bcDJZX,tumor,tB,1034,5.31914893617021,-4.11000349920988,11.9054638828713
B cells,p3t1:bcEFSQ,tumor,tB,1029,8.94071914480078,-4.00063136023283,11.9328667606789
B cells,p1b2:bcHYFJ,healthy,bB cells,2493,9.02527075812274,-5.02536585730314,12.0530430759865
B cells,p3t1:bcETCL,tumor,tB,1834,7.9062159214831,-4.41121104162932,12.1670901264626
B cells,p3t2:bcHJGC,tumor,tB,1853,7.82514840798705,-3.59061816138029,11.6396786655861
B cells,p3t2:bcEEYF,tumor,tB,2120,6.36792452830189,-3.18820050162077,11.7004029240089
B cells,p3t1:bcHNVT,tumor,tB,1781,7.91690061763054,-3.03702857893705,12.3477608646828
B cells,p3t2:bcEOUN,tumor,tB,1368,8.18713450292398,-4.5665736476779,11.9246441807228
B cells,p4t2:bcHYFA,tumor,tB,1785,7.84313725490196,-3.84675887030363,11.872160622068
B cells,p3t3:bcBFJR,tumor,tB,2159,7.73506252894859,-4.50344374579191,11.8688704456764
B cells,p3t1:bcHMEM,tumor,tB,1302,8.678955453149,-4.85249188345671,12.0737206425148
B cells,p3t2:bcFEBS,tumor,tB,1500,8.8,-4.62998965185881,12.1995274509865
B cells,p3t2:bcFXFT,tumor,tB,2004,8.68263473053892,-3.25303533476591,12.4661271061379
B cells,p3t2:bcEFTF,tumor,tB,1065,9.38967136150235,-4.59306719702482,12.2974678959328
B cells,p3t3:bcHYAW,tumor,tB,1593,9.66729441305712,-3.18693163794279,12.1436335529762
B cells,p3t2:bcGDWC,tumor,tB,1331,9.09090909090909,-4.10742142599821,11.9621378864723
B cells,p3t3:bcERSP,tumor,tB,1998,8.90890890890891,-2.8695452491641,12.061369606443
B cells,p1b1:bcHUZG,healthy,bB cells,1924,8.47193347193347,-5.03166964453459,12.0192172016579
B cells,p3t1:bcBMMF,tumor,tB,2221,9.68032417829806,-4.43699696463347,12.2816101993996
B cells,p4t3:bcBJOD,tumor,tB,1121,9.99107939339875,11.0535082538724,1.22689642213313
B cells,p3t2:bcBGWZ,tumor,tB,1763,5.27509926262053,-3.15513232153654,12.1791665043312
B cells,p3t1:bcCPSP,tumor,tB,1632,6.43382352941176,-3.83255770605803,12.061917969175
B cells,p3t3:bcDAGJ,tumor,tB,2499,8.20328131252501,-3.83275893133879,11.6017291035133
B cells,p3t3:bcDNAF,tumor,tB,2219,9.64398377647589,-4.56445839804411,12.1608054127174
B cells,p5t2:bcHYUV,tumor,tB,1208,7.20198675496689,-3.25442245405912,12.3409621204811
B cells,p3t1:bcGLCK,tumor,tB,2624,9.48932926829268,-3.09657075804472,12.2537638630348
B cells,p3t2:bcHERJ,tumor,tB,2021,8.21375556655121,-3.92437174719572,11.6984726871925
B cells,p7t2:bcBVEU,tumor,tB,1272,9.90566037735849,-4.95788815420866,12.0234209980446
B cells,p3t1:bcHWVH,tumor,tB,1501,8.79413724183877,-4.01198246878386,11.66785401959
B cells,p3t1:bcHYKE,tumor,tB,2207,7.47621205256004,-3.10035779875517,12.3271586384255
B cells,p3t3:bcEKDE,tumor,tB,2598,7.81370284834488,-3.05670168799162,11.7245852436501
B cells,p3t1:bcHDVO,tumor,tB,1203,9.47630922693267,-2.99801662367582,12.3195235218483
B cells,p3t3:bcGULL,tumor,tB,1885,7.63925729442971,-3.40694048804045,11.6955735172707
B cells,p3t1:bcHVGZ,tumor,tB,1200,8.16666666666667,-3.9702019969821,12.1928240742165
B cells,p3t1:bcHFCE,tumor,tB,1857,9.31610123855681,-3.28807833594084,12.4698235477882
B cells,p3t3:bcFIIM,tumor,tB,1070,6.07476635514019,-3.08533456724882,12.6253478016335
B cells,p2b1:bcBNRJ,healthy,bB cells,1398,7.51072961373391,-4.88601305884123,12.0626704182106
B cells,p3t1:bcGTZV,tumor,tB,1082,8.13308687615527,-4.71160891455412,11.9584338154274
B cells,p3t3:bcIFJR,tumor,tB,1828,6.40043763676149,-3.27277400892973,12.083456703611
B cells,p3t3:bcAVAT,tumor,tB,1465,6.07508532423208,-4.31407454413176,12.3278471912819
B cells,p6t1:bcCIAR,tumor,tB,1507,6.96748506967485,-2.97059252661467,12.5128313984352
B cells,p3t2:bcFLHP,tumor,tB,1514,5.35006605019815,-4.61316492956877,11.8752734150368
B cells,p3t3:bcAULA,tumor,tB,1955,9.76982097186701,-3.15072324675322,11.7254807438332
B cells,p3t2:bcHQSR,tumor,tB,1576,6.40862944162437,-4.33088066977263,11.7766301121193
B cells,p3t2:bcDJAD,tumor,tB,1326,9.65309200603318,-4.28201392096281,12.2083794559914
B cells,p3t1:bcFJCC,tumor,tB,1588,7.80856423173804,-3.4494021217227,12.3982789005714
B cells,p6t1:bcDMLA,tumor,tB,1380,6.44927536231884,-2.94850733679533,12.3412253345924
B cells,p3t2:bcFLRC,tumor,tB,1613,7.8735275883447,-3.80427601736784,12.1386992420631
B cells,p6t2:bcDQUJ,tumor,tB,1540,8.8961038961039,-3.12235358160734,12.6395441975075
B cells,p3t2:bcFTUZ,tumor,tB,1154,9.44540727902946,-4.54795172613859,12.1907383884865
B cells,p3t1:bcHJJC,tumor,tB,1969,8.83697308278314,-3.18651297491789,11.8434731449562
B cells,p3t1:bcDUXB,tumor,tB,2008,7.56972111553785,-3.18530729216337,11.7415444340187
B cells,p3t2:bcHPRM,tumor,tB,1145,8.73362445414847,-3.88766720694304,12.3165585483986
B cells,p1b3:bcBTGJ,healthy,bB cells,3027,7.79649818301949,-4.99171164435148,12.0456797565895
B cells,p3t2:bcGKXO,tumor,tB,2203,8.80617339990921,-3.90409472388029,12.204134651609
B cells,p3t1:bcBYCS,tumor,tB,1678,9.17759237187128,-4.75543597143889,11.9853074039894
B cells,p6t1:bcFAJO,tumor,tB,1440,7.56944444444444,-3.8366194049716,12.1729504551369
B cells,p3t1:bcHNOW,tumor,tB,1872,8.33333333333333,-4.26795914572477,12.1572567905861
B cells,p3t3:bcGQJB,tumor,tB,1044,7.47126436781609,-4.28331282538176,12.3772456135231
B cells,p3t3:bcHBHV,tumor,tB,1131,6.18921308576481,-3.80619290274382,11.535680481382
B cells,p2b1:bcEYMD,healthy,bB cells,1973,9.78205778003041,-5.00749113959074,12.0286023106056
B cells,p3t3:bcFTXJ,tumor,tB,1357,6.63227708179808,-4.38950970572233,12.0228964771706
B cells,p6t1:bcHXAN,tumor,tB,1523,8.92974392646093,-3.24092843931913,12.5544335331398
B cells,p4t3:bcHFYT,tumor,tB,1681,9.75609756097561,-3.5233025829196,12.5329205479103
B cells,p3t2:bcAMQK,tumor,tB,1895,9.76253298153034,-3.92442849081755,11.8763348545509
B cells,p5t2:bcHATY,tumor,tB,1636,9.10757946210269,-3.03927519720793,11.805811592527
B cells,p5t1:bcIILD,tumor,tB,1037,8.5824493731919,-4.58595421713591,12.2405621494728
B cells,p3t1:bcCOCZ,tumor,tB,1136,9.77112676056338,-3.21171644133329,11.6378390278297
B cells,p3t2:bcCWDZ,tumor,tB,2232,5.73476702508961,-3.07336762350798,12.4640290226418
B cells,p3t2:bcFVPP,tumor,tB,1392,7.61494252873563,-3.33783581656218,12.308162399717
B cells,p3t1:bcFSEB,tumor,tB,1360,9.55882352941176,-3.46934416693449,12.2840878452736
B cells,p5t2:bcEFSH,tumor,tB,1411,8.29199149539334,-2.89899328154326,11.9448754276711
B cells,p3t1:bcCYNP,tumor,tB,2081,7.30418068236425,-3.21441080969572,11.6145617451149
B cells,p3t2:bcHRFG,tumor,tB,1615,7.18266253869969,-2.97555044096708,12.3512007679421
B cells,p3t2:bcFOQA,tumor,tB,1652,9.44309927360775,-4.66352751654387,11.870436378904
B cells,p3t2:bcAXMM,tumor,tB,1903,9.82658959537572,-3.27549007338285,11.5379301990944
B cells,p3t2:bcEMMO,tumor,tB,1456,9.47802197802198,-3.62319233816862,12.5764500584084
B cells,p3t1:bcGODL,tumor,tB,1978,8.13953488372093,-3.1890785972476,11.6516701664406
B cells,p5t2:bcHCGM,tumor,tB,1998,6.50650650650651,9.74915740090609,1.68175266046105
B cells,p3t1:bcFJYH,tumor,tB,2184,9.06593406593407,-3.12789824408293,11.6411768879372
B cells,p1t4:bcFXCJ,tumor,tB,1850,7.40540540540541,-3.47723534506559,11.9174677814919
B cells,p2t1:bcHXRB,tumor,tB,3578,5.95304639463387,-4.49446442526579,12.1034380878883
B cells,p3t2:bcETVN,tumor,tB,1792,9.93303571428571,-3.93701508444548,11.5771548237282
B cells,p3t2:bcCCUO,tumor,tB,1347,8.31477357089829,-4.19396307867765,12.2756821598488
B cells,p5t1:bcCGLQ,tumor,tB,1008,7.53968253968254,-3.20427682799101,12.1453406300026
B cells,p3t2:bcGASP,tumor,tB,1517,7.44891232696111,-4.89963486593962,12.0185839619118
B cells,p3t3:bcGLDX,tumor,tB,1998,8.25825825825826,-3.33511283797026,11.502344795652
B cells,p3t2:bcFGOJ,tumor,tB,1083,9.32594644506002,-3.28330448073149,12.5533644642311
B cells,p3t1:bcIHHX,tumor,tB,1843,6.45686380900705,-3.28070738714933,11.8662459339577
B cells,p3t1:bcGZET,tumor,tB,1381,8.54453294713975,-2.88861897391081,11.9393526997047
B cells,p3t1:bcBVNK,tumor,tB,1405,8.75444839857651,-3.27430775564909,12.2861697163063
B cells,p7t2:bcIFFE,tumor,tB,1921,6.55908381051536,-3.68185284537077,12.2903687443214
B cells,p3t3:bcHDGI,tumor,tB,1634,9.60832313341493,-3.9974065105319,12.0564228977638
B cells,p3t2:bcBUMN,tumor,tB,1105,7.87330316742081,-3.44009306830168,12.3160216297585
B cells,p3t2:bcDDSG,tumor,tB,2559,8.8315748339195,-4.30899289053679,12.0092818226296
B cells,p3t2:bcHNYM,tumor,tB,1762,7.66174801362088,-4.22009566229582,11.7543971027809
B cells,p5t2:bcBHMY,tumor,tB,1066,9.19324577861163,-4.82051327627897,12.2045466389137
B cells,p3t2:bcBPXW,tumor,tB,1806,8.74861572535991,-3.4504778663516,11.9810740436989
B cells,p3t1:bcFGIB,tumor,tB,1497,9.4188376753507,-4.58045723837614,11.8416592564064
B cells,p3t2:bcAUTQ,tumor,tB,1801,8.10660744031094,-3.33639052313566,12.088038155027
B cells,p3t3:bcAXUY,tumor,tB,2064,7.60658914728682,-2.9775798599124,12.3735262836891
B cells,p3t2:bcHXUW,tumor,tB,3081,7.69230769230769,-4.06414463919401,11.5690237965065
B cells,p3t1:bcFZTJ,tumor,tB,1040,7.69230769230769,-3.91521408957243,11.9944006885964
B cells,p3t2:bcBKHN,tumor,tB,1508,8.42175066312997,-3.11811902922392,12.1879908527809
B cells,p6t1:bcIIVL,tumor,tB,1190,8.0672268907563,-3.05657341879606,12.7435395206886
B cells,p3t2:bcBZCA,tumor,tB,1331,7.88880540946657,-2.90191867750883,12.1636979069191
B cells,p3t1:bcCLPI,tumor,tB,1215,5.76131687242798,-3.71841528815031,12.2868964161354
B cells,p3t1:bcCAUO,tumor,tB,2019,8.61812778603269,-3.36853506964445,12.1191641773659
B cells,p3t2:bcCBIC,tumor,tB,1265,4.82213438735178,-4.63141777914763,12.0083243336159
B cells,p3t2:bcIDJG,tumor,tB,1344,8.63095238095238,-3.71625903052092,12.2565361942726
B cells,p7t2:bcIFTB,tumor,tB,1601,8.86945658963148,-3.63406231802702,12.2918240513283
B cells,p3t2:bcHHKN,tumor,tB,1001,9.49050949050949,-3.87146904867888,12.0708472217995
B cells,p3t2:bcFHVI,tumor,tB,1127,9.40550133096717,-4.41062310141325,11.7448985065895
B cells,p3t3:bcHSVF,tumor,tB,1582,9.67130214917826,-4.59849265021086,12.1356961216408
B cells,p3t3:bcFLAT,tumor,tB,1761,6.4168086314594,-3.69406416815519,11.6433245624977
B cells,p3t2:bcCOYC,tumor,tB,1822,7.0801317233809,-3.81511738699675,12.386995979734
B cells,p3t3:bcCAFT,tumor,tB,1716,7.45920745920746,-4.63320162695646,12.0622994389015
B cells,p3t2:bcFAVZ,tumor,tB,1152,6.85763888888889,-3.44372537535429,11.9927355732399
B cells,p3t3:bcIHSH,tumor,tB,1787,9.3452714045887,-3.41597035330534,11.6228939976173
B cells,p3t3:bcGJNC,tumor,tB,1299,9.2378752886836,-2.85909798544645,12.3077113117653
B cells,p6t1:bcATCE,tumor,tB,1254,7.57575757575758,-3.52897646826506,12.1372897114235
B cells,p3t1:bcDDQS,tumor,tB,1089,6.97887970615243,-4.33484986227751,12.1216523136574
B cells,p3t2:bcIGSF,tumor,tB,2465,9.04665314401623,-3.32558873099089,11.8633067097145
B cells,p3t3:bcDRJY,tumor,tB,1583,9.28616550852811,-4.46203520697355,12.3591191257912
B cells,p3t2:bcANGI,tumor,tB,1914,9.40438871473354,-4.25604823035002,12.2419621433693
B cells,p3t3:bcGNKV,tumor,tB,1622,9.2478421701603,-3.90132096213102,11.6209656681496
B cells,p3t1:bcIBVG,tumor,tB,1683,9.20974450386215,-3.49374392431974,12.3296000446755
